Government,Canada,Carretera,None,1618.5,$   3.00,$   20.00,$   32,370.00,$   - 0,$   32,370.00,$   16,185.00,$   16,185.00,1/1/14,1,January,2014
Channel Partners,Canada,Montana,None,2518,$   5.00,$   12.00,$   30,216.00,$   - 0,$   30,216.00,$   7,554.00,$   22,662.00,6/1/14,6,June,2014
Enterprise,Canada,Montana,None,2665.5,$   5.00,$   125.00,$   333,187.50,$   - 0,$   333,187.50,$   319,860.00,$   13,327.50,7/1/14,7,July,2014
Enterprise,Canada,Montana,None,345,$   5.00,$   125.00,$   43,125.00,$   - 0,$   43,125.00,$   41,400.00,$   1,725.00,10/1/13,10,October,2013
Government,Canada,Paseo,None,292,$   10.00,$   20.00,$   5,840.00,$   - 0,$   5,840.00,$   2,920.00,$   2,920.00,2/1/14,2,February,2014
Channel Partners,Canada,Paseo,None,2518,$   10.00,$   12.00,$   30,216.00,$   - 0,$   30,216.00,$   7,554.00,$   22,662.00,6/1/14,6,June,2014
Government,Canada,Paseo,None,1725,$   10.00,$   350.00,$   603,750.00,$   - 0,$   603,750.00,$   448,500.00,$   155,250.00,11/1/13,11,November,2013
Midmarket,Canada,Paseo,None,2152,$   10.00,$   15.00,$   32,280.00,$   - 0,$   32,280.00,$   21,520.00,$   10,760.00,12/1/13,12,December,2013
Government,Canada,Paseo,None,1817,$   10.00,$   20.00,$   36,340.00,$   - 0,$   36,340.00,$   18,170.00,$   18,170.00,12/1/14,12,December,2014
Enterprise,Canada,Velo,None,345,$   120.00,$   125.00,$   43,125.00,$   - 0,$   43,125.00,$   41,400.00,$   1,725.00,10/1/13,10,October,2013
Small Business,Canada,VTT,None,2001,$   250.00,$   300.00,$   600,300.00,$   - 0,$   600,300.00,$   500,250.00,$   100,050.00,2/1/14,2,February,2014
Government,Canada,VTT,None,1817,$   250.00,$   20.00,$   36,340.00,$   - 0,$   36,340.00,$   18,170.00,$   18,170.00,12/1/14,12,December,2014
Government,Canada,VTT,Low,1326,$   250.00,$   7.00,$   9,282.00,$   92.82,$   9,189.18,$   6,630.00,$   2,559.18,3/1/14,3,March,2014
Channel Partners,Canada,Carretera,Low,1445,$   3.00,$   12.00,$   17,340.00,$   173.40,$   17,166.60,$   4,335.00,$   12,831.60,9/1/14,9,September,2014
Government,Canada,Montana,Low,1830,$   5.00,$   7.00,$   12,810.00,$   128.10,$   12,681.90,$   9,150.00,$   3,531.90,8/1/14,8,August,2014
Enterprise,Canada,Paseo,Low,1774,$   10.00,$   125.00,$   221,750.00,$   6,652.50,$   215,097.50,$   212,880.00,$   2,217.50,3/1/14,3,March,2014
Enterprise,Canada,Paseo,Low,2009,$   10.00,$   125.00,$   251,125.00,$   7,533.75,$   243,591.25,$   241,080.00,$   2,511.25,10/1/14,10,October,2014
Enterprise,Canada,Velo,Low,2009,$   120.00,$   125.00,$   251,125.00,$   7,533.75,$   243,591.25,$   241,080.00,$   2,511.25,10/1/14,10,October,2014
Small Business,Canada,VTT,Low,1874,$   250.00,$   300.00,$   562,200.00,$   16,866.00,$   545,334.00,$   468,500.00,$   76,834.00,8/1/14,8,August,2014
Government,Canada,Carretera,Low,831,$   3.00,$   20.00,$   16,620.00,$   498.60,$   16,121.40,$   8,310.00,$   7,811.40,5/1/14,5,May,2014
Government,Canada,Velo,Low,3850.5,$   120.00,$   20.00,$   77,010.00,$   2,310.30,$   74,699.70,$   38,505.00,$   36,194.70,4/1/14,4,April,2014
Government,Canada,Carretera,Low,2851,$   3.00,$   7.00,$   19,957.00,$   798.28,$   19,158.72,$   14,255.00,$   4,903.72,10/1/13,10,October,2013
Midmarket,Canada,Montana,Low,1967,$   5.00,$   15.00,$   29,505.00,$   1,180.20,$   28,324.80,$   19,670.00,$   8,654.80,3/1/14,3,March,2014
Government,Canada,Montana,Low,2851,$   5.00,$   7.00,$   19,957.00,$   798.28,$   19,158.72,$   14,255.00,$   4,903.72,10/1/13,10,October,2013
Government,Canada,Paseo,Low,4251,$   10.00,$   7.00,$   29,757.00,$   1,190.28,$   28,566.72,$   21,255.00,$   7,311.72,1/1/14,1,January,2014
Midmarket,Canada,Paseo,Low,218,$   10.00,$   15.00,$   3,270.00,$   130.80,$   3,139.20,$   2,180.00,$   959.20,9/1/14,9,September,2014
Government,Canada,Paseo,Low,2074,$   10.00,$   20.00,$   41,480.00,$   1,659.20,$   39,820.80,$   20,740.00,$   19,080.80,9/1/14,9,September,2014
Government,Canada,Velo,Low,2646,$   120.00,$   20.00,$   52,920.00,$   2,116.80,$   50,803.20,$   26,460.00,$   24,343.20,9/1/13,9,September,2013
Government,Canada,Amarilla,Low,1778,$   260.00,$   350.00,$   622,300.00,$   24,892.00,$   597,408.00,$   462,280.00,$   135,128.00,12/1/13,12,December,2013
Government,Canada,Paseo,Medium,2349,$   10.00,$   7.00,$   16,443.00,$   822.15,$   15,620.85,$   11,745.00,$   3,875.85,9/1/13,9,September,2013
Channel Partners,Canada,Paseo,Medium,2431,$   10.00,$   12.00,$   29,172.00,$   1,458.60,$   27,713.40,$   7,293.00,$   20,420.40,12/1/14,12,December,2014
Channel Partners,Canada,Velo,Medium,2431,$   120.00,$   12.00,$   29,172.00,$   1,458.60,$   27,713.40,$   7,293.00,$   20,420.40,12/1/14,12,December,2014
Government,Canada,Paseo,Medium,1228,$   10.00,$   350.00,$   429,800.00,$   21,490.00,$   408,310.00,$   319,280.00,$   89,030.00,10/1/13,10,October,2013
Government,Canada,Paseo,Medium,1389,$   10.00,$   20.00,$   27,780.00,$   1,389.00,$   26,391.00,$   13,890.00,$   12,501.00,10/1/13,10,October,2013
Government,Canada,Paseo,Medium,1802,$   10.00,$   20.00,$   36,040.00,$   1,802.00,$   34,238.00,$   18,020.00,$   16,218.00,12/1/13,12,December,2013
Government,Canada,VTT,Medium,1389,$   250.00,$   20.00,$   27,780.00,$   1,389.00,$   26,391.00,$   13,890.00,$   12,501.00,10/1/13,10,October,2013
Government,Canada,Amarilla,Medium,552,$   260.00,$   350.00,$   193,200.00,$   9,660.00,$   183,540.00,$   143,520.00,$   40,020.00,8/1/14,8,August,2014
Government,Canada,Amarilla,Medium,1228,$   260.00,$   350.00,$   429,800.00,$   21,490.00,$   408,310.00,$   319,280.00,$   89,030.00,10/1/13,10,October,2013
Midmarket,Canada,Carretera,Medium,2844,$   3.00,$   15.00,$   42,660.00,$   2,559.60,$   40,100.40,$   28,440.00,$   11,660.40,6/1/14,6,June,2014
Channel Partners,Canada,Carretera,Medium,2299,$   3.00,$   12.00,$   27,588.00,$   1,655.28,$   25,932.72,$   6,897.00,$   19,035.72,10/1/13,10,October,2013
Channel Partners,Canada,Paseo,Medium,2299,$   10.00,$   12.00,$   27,588.00,$   1,655.28,$   25,932.72,$   6,897.00,$   19,035.72,10/1/13,10,October,2013
Enterprise,Canada,Velo,Medium,952,$   120.00,$   125.00,$   119,000.00,$   7,140.00,$   111,860.00,$   114,240.00,$   (2,380.00),2/1/14,2,February,2014
Midmarket,Canada,VTT,Medium,2844,$   250.00,$   15.00,$   42,660.00,$   2,559.60,$   40,100.40,$   28,440.00,$   11,660.40,6/1/14,6,June,2014
Small Business,Canada,VTT,Medium,2436,$   250.00,$   300.00,$   730,800.00,$   43,848.00,$   686,952.00,$   609,000.00,$   77,952.00,12/1/13,12,December,2013
Channel Partners,Canada,Carretera,Medium,1884,$   3.00,$   12.00,$   22,608.00,$   1,582.56,$   21,025.44,$   5,652.00,$   15,373.44,8/1/14,8,August,2014
Midmarket,Canada,Velo,Medium,1262,$   120.00,$   15.00,$   18,930.00,$   1,325.10,$   17,604.90,$   12,620.00,$   4,984.90,5/1/14,5,May,2014
Government,Canada,Velo,Medium,1135,$   120.00,$   7.00,$   7,945.00,$   556.15,$   7,388.85,$   5,675.00,$   1,713.85,6/1/14,6,June,2014
Government,Canada,Velo,Medium,1582,$   120.00,$   7.00,$   11,074.00,$   775.18,$   10,298.82,$   7,910.00,$   2,388.82,12/1/14,12,December,2014
Government,Canada,VTT,Medium,1582,$   250.00,$   7.00,$   11,074.00,$   775.18,$   10,298.82,$   7,910.00,$   2,388.82,12/1/14,12,December,2014
Government,Canada,Amarilla,Medium,1135,$   260.00,$   7.00,$   7,945.00,$   556.15,$   7,388.85,$   5,675.00,$   1,713.85,6/1/14,6,June,2014
Small Business,Canada,Paseo,Medium,1702,$   10.00,$   300.00,$   510,600.00,$   35,742.00,$   474,858.00,$   425,500.00,$   49,358.00,5/1/14,5,May,2014
Small Business,Canada,Paseo,Medium,1404,$   10.00,$   300.00,$   421,200.00,$   29,484.00,$   391,716.00,$   351,000.00,$   40,716.00,11/1/13,11,November,2013
Channel Partners,Canada,VTT,Medium,3244.5,$   250.00,$   12.00,$   38,934.00,$   2,725.38,$   36,208.62,$   9,733.50,$   26,475.12,1/1/14,1,January,2014
Enterprise,Canada,Amarilla,Medium,1645,$   260.00,$   125.00,$   205,625.00,$   14,393.75,$   191,231.25,$   197,400.00,$   (6,168.75),5/1/14,5,May,2014
Government,Canada,Amarilla,Medium,1118,$   260.00,$   20.00,$   22,360.00,$   1,565.20,$   20,794.80,$   11,180.00,$   9,614.80,11/1/14,11,November,2014
Government,Canada,Montana,Medium,488,$   5.00,$   7.00,$   3,416.00,$   273.28,$   3,142.72,$   2,440.00,$   702.72,2/1/14,2,February,2014
Government,Canada,Paseo,Medium,257,$   10.00,$   7.00,$   1,799.00,$   143.92,$   1,655.08,$   1,285.00,$   370.08,5/1/14,5,May,2014
Government,Canada,Montana,Medium,708,$   5.00,$   20.00,$   14,160.00,$   1,132.80,$   13,027.20,$   7,080.00,$   5,947.20,6/1/14,6,June,2014
Small Business,Canada,Montana,Medium,1283,$   5.00,$   300.00,$   384,900.00,$   30,792.00,$   354,108.00,$   320,750.00,$   33,358.00,9/1/13,9,September,2013
Channel Partners,Canada,Velo,Medium,598,$   120.00,$   12.00,$   7,176.00,$   574.08,$   6,601.92,$   1,794.00,$   4,807.92,3/1/14,3,March,2014
Small Business,Canada,VTT,Medium,2134,$   250.00,$   300.00,$   640,200.00,$   51,216.00,$   588,984.00,$   533,500.00,$   55,484.00,9/1/14,9,September,2014
Government,Canada,Amarilla,Medium,708,$   260.00,$   20.00,$   14,160.00,$   1,132.80,$   13,027.20,$   7,080.00,$   5,947.20,6/1/14,6,June,2014
Small Business,Canada,Carretera,Medium,1094,$   3.00,$   300.00,$   328,200.00,$   29,538.00,$   298,662.00,$   273,500.00,$   25,162.00,6/1/14,6,June,2014
Small Business,Canada,Montana,Medium,3802.5,$   5.00,$   300.00,$   1,140,750.00,$   102,667.50,$   1,038,082.50,$   950,625.00,$   87,457.50,4/1/14,4,April,2014
Channel Partners,Canada,Montana,Medium,2321,$   5.00,$   12.00,$   27,852.00,$   2,506.68,$   25,345.32,$   6,963.00,$   18,382.32,11/1/14,11,November,2014
Government,Canada,Montana,Medium,1611,$   5.00,$   7.00,$   11,277.00,$   1,014.93,$   10,262.07,$   8,055.00,$   2,207.07,12/1/13,12,December,2013
Small Business,Canada,Paseo,Medium,1094,$   10.00,$   300.00,$   328,200.00,$   29,538.00,$   298,662.00,$   273,500.00,$   25,162.00,6/1/14,6,June,2014
Small Business,Canada,Velo,Medium,3793.5,$   120.00,$   300.00,$   1,138,050.00,$   102,424.50,$   1,035,625.50,$   948,375.00,$   87,250.50,7/1/14,7,July,2014
Enterprise,Canada,Velo,Medium,567,$   120.00,$   125.00,$   70,875.00,$   6,378.75,$   64,496.25,$   68,040.00,$   (3,543.75),9/1/14,9,September,2014
Government,Canada,Velo,Medium,1269,$   120.00,$   350.00,$   444,150.00,$   39,973.50,$   404,176.50,$   329,940.00,$   74,236.50,10/1/14,10,October,2014
Government,Canada,Amarilla,Medium,1269,$   260.00,$   350.00,$   444,150.00,$   39,973.50,$   404,176.50,$   329,940.00,$   74,236.50,10/1/14,10,October,2014
Government,Canada,Carretera,Medium,819,$   3.00,$   7.00,$   5,733.00,$   515.97,$   5,217.03,$   4,095.00,$   1,122.03,7/1/14,7,July,2014
Midmarket,Canada,Amarilla,Medium,1630.5,$   260.00,$   15.00,$   24,457.50,$   2,201.18,$   22,256.32,$   16,305.00,$   5,951.32,7/1/14,7,July,2014
Enterprise,Canada,Velo,High,1916,$   120.00,$   125.00,$   239,500.00,$   23,950.00,$   215,550.00,$   229,920.00,$   (14,370.00),12/1/13,12,December,2013
Enterprise,Canada,VTT,High,2529,$   250.00,$   125.00,$   316,125.00,$   31,612.50,$   284,512.50,$   303,480.00,$   (18,967.50),11/1/14,11,November,2014
Government,Canada,Amarilla,High,2240,$   260.00,$   350.00,$   784,000.00,$   78,400.00,$   705,600.00,$   582,400.00,$   123,200.00,2/1/14,2,February,2014
Channel Partners,Canada,Amarilla,High,3520.5,$   260.00,$   12.00,$   42,246.00,$   4,224.60,$   38,021.40,$   10,561.50,$   27,459.90,4/1/14,4,April,2014
Government,Canada,Amarilla,High,707,$   260.00,$   350.00,$   247,450.00,$   24,745.00,$   222,705.00,$   183,820.00,$   38,885.00,9/1/14,9,September,2014
Midmarket,Canada,Velo,High,384,$   120.00,$   15.00,$   5,760.00,$   633.60,$   5,126.40,$   3,840.00,$   1,286.40,1/1/14,1,January,2014
Channel Partners,Canada,Carretera,High,1937,$   3.00,$   12.00,$   23,244.00,$   2,556.84,$   20,687.16,$   5,811.00,$   14,876.16,2/1/14,2,February,2014
Midmarket,Canada,Carretera,High,1560,$   3.00,$   15.00,$   23,400.00,$   2,574.00,$   20,826.00,$   15,600.00,$   5,226.00,11/1/13,11,November,2013
Small Business,Canada,Paseo,High,873,$   10.00,$   300.00,$   261,900.00,$   28,809.00,$   233,091.00,$   218,250.00,$   14,841.00,1/1/14,1,January,2014
Government,Canada,Paseo,High,2104.5,$   10.00,$   350.00,$   736,575.00,$   81,023.25,$   655,551.75,$   547,170.00,$   108,381.75,7/1/14,7,July,2014
Channel Partners,Canada,Paseo,High,4026,$   10.00,$   12.00,$   48,312.00,$   5,314.32,$   42,997.68,$   12,078.00,$   30,919.68,7/1/14,7,July,2014
Government,Canada,Paseo,High,2394,$   10.00,$   20.00,$   47,880.00,$   5,266.80,$   42,613.20,$   23,940.00,$   18,673.20,8/1/14,8,August,2014
Small Business,Canada,Paseo,High,1366,$   10.00,$   300.00,$   409,800.00,$   45,078.00,$   364,722.00,$   341,500.00,$   23,222.00,11/1/14,11,November,2014
Government,Canada,Velo,High,1808,$   120.00,$   7.00,$   12,656.00,$   1,392.16,$   11,263.84,$   9,040.00,$   2,223.84,11/1/14,11,November,2014
Government,Canada,VTT,High,2935,$   250.00,$   20.00,$   58,700.00,$   6,457.00,$   52,243.00,$   29,350.00,$   22,893.00,11/1/13,11,November,2013
Enterprise,Canada,Carretera,High,2416,$   3.00,$   125.00,$   302,000.00,$   36,240.00,$   265,760.00,$   289,920.00,$   (24,160.00),9/1/13,9,September,2013
Midmarket,Canada,Carretera,High,2689,$   3.00,$   15.00,$   40,335.00,$   4,840.20,$   35,494.80,$   26,890.00,$   8,604.80,11/1/14,11,November,2014
Government,Canada,Montana,High,2734,$   5.00,$   7.00,$   19,138.00,$   2,296.56,$   16,841.44,$   13,670.00,$   3,171.44,10/1/14,10,October,2014
Channel Partners,Canada,VTT,High,2109,$   250.00,$   12.00,$   25,308.00,$   3,036.96,$   22,271.04,$   6,327.00,$   15,944.04,5/1/14,5,May,2014
Government,Canada,VTT,High,623,$   250.00,$   350.00,$   218,050.00,$   26,166.00,$   191,884.00,$   161,980.00,$   29,904.00,9/1/13,9,September,2013
Government,Canada,Amarilla,High,2734,$   260.00,$   7.00,$   19,138.00,$   2,296.56,$   16,841.44,$   13,670.00,$   3,171.44,10/1/14,10,October,2014
Channel Partners,Canada,Amarilla,High,2761,$   260.00,$   12.00,$   33,132.00,$   3,975.84,$   29,156.16,$   8,283.00,$   20,873.16,9/1/13,9,September,2013
Government,Canada,Carretera,High,923,$   3.00,$   350.00,$   323,050.00,$   41,996.50,$   281,053.50,$   239,980.00,$   41,073.50,3/1/14,3,March,2014
Government,Canada,Montana,High,1249,$   5.00,$   20.00,$   24,980.00,$   3,247.40,$   21,732.60,$   12,490.00,$   9,242.60,10/1/14,10,October,2014
Government,Canada,Paseo,High,2632,$   10.00,$   350.00,$   921,200.00,$   119,756.00,$   801,444.00,$   684,320.00,$   117,124.00,6/1/14,6,June,2014
Enterprise,Canada,Paseo,High,1583,$   10.00,$   125.00,$   197,875.00,$   25,723.75,$   172,151.25,$   189,960.00,$   (17,808.75),6/1/14,6,June,2014
Midmarket,Canada,Paseo,High,1565,$   10.00,$   15.00,$   23,475.00,$   3,051.75,$   20,423.25,$   15,650.00,$   4,773.25,10/1/14,10,October,2014
Government,Canada,Paseo,High,1249,$   10.00,$   20.00,$   24,980.00,$   3,247.40,$   21,732.60,$   12,490.00,$   9,242.60,10/1/14,10,October,2014
Government,Canada,Velo,High,2632,$   120.00,$   350.00,$   921,200.00,$   119,756.00,$   801,444.00,$   684,320.00,$   117,124.00,6/1/14,6,June,2014
Enterprise,Canada,VTT,High,1583,$   250.00,$   125.00,$   197,875.00,$   25,723.75,$   172,151.25,$   189,960.00,$   (17,808.75),6/1/14,6,June,2014
Midmarket,Canada,VTT,High,1565,$   250.00,$   15.00,$   23,475.00,$   3,051.75,$   20,423.25,$   15,650.00,$   4,773.25,10/1/14,10,October,2014
Enterprise,Canada,Amarilla,High,1659,$   260.00,$   125.00,$   207,375.00,$   26,958.75,$   180,416.25,$   199,080.00,$   (18,663.75),1/1/14,1,January,2014
Government,Canada,Paseo,High,2428,$   10.00,$   20.00,$   48,560.00,$   6,798.40,$   41,761.60,$   24,280.00,$   17,481.60,3/1/14,3,March,2014
Small Business,Canada,Carretera,High,1496,$   3.00,$   300.00,$   448,800.00,$   62,832.00,$   385,968.00,$   374,000.00,$   11,968.00,10/1/14,10,October,2014
Midmarket,Canada,Carretera,High,2300,$   3.00,$   15.00,$   34,500.00,$   4,830.00,$   29,670.00,$   23,000.00,$   6,670.00,12/1/14,12,December,2014
Government,Canada,Montana,High,2227.5,$   5.00,$   350.00,$   779,625.00,$   109,147.50,$   670,477.50,$   579,150.00,$   91,327.50,1/1/14,1,January,2014
Government,Canada,Montana,High,200,$   5.00,$   350.00,$   70,000.00,$   9,800.00,$   60,200.00,$   52,000.00,$   8,200.00,5/1/14,5,May,2014
Government,Canada,Montana,High,388,$   5.00,$   7.00,$   2,716.00,$   380.24,$   2,335.76,$   1,940.00,$   395.76,9/1/14,9,September,2014
Midmarket,Canada,Montana,High,2300,$   5.00,$   15.00,$   34,500.00,$   4,830.00,$   29,670.00,$   23,000.00,$   6,670.00,12/1/14,12,December,2014
Midmarket,Canada,Paseo,High,2470,$   10.00,$   15.00,$   37,050.00,$   5,187.00,$   31,863.00,$   24,700.00,$   7,163.00,9/1/13,9,September,2013
Midmarket,Canada,Paseo,High,1743,$   10.00,$   15.00,$   26,145.00,$   3,660.30,$   22,484.70,$   17,430.00,$   5,054.70,10/1/13,10,October,2013
Government,Canada,Paseo,High,700,$   10.00,$   350.00,$   245,000.00,$   34,300.00,$   210,700.00,$   182,000.00,$   28,700.00,11/1/14,11,November,2014
Channel Partners,Canada,Paseo,High,2222,$   10.00,$   12.00,$   26,664.00,$   3,732.96,$   22,931.04,$   6,666.00,$   16,265.04,11/1/13,11,November,2013
Small Business,Canada,Velo,High,269,$   120.00,$   300.00,$   80,700.00,$   11,298.00,$   69,402.00,$   67,250.00,$   2,152.00,10/1/13,10,October,2013
Small Business,Canada,VTT,High,269,$   250.00,$   300.00,$   80,700.00,$   11,298.00,$   69,402.00,$   67,250.00,$   2,152.00,10/1/13,10,October,2013
Small Business,Canada,VTT,High,1496,$   250.00,$   300.00,$   448,800.00,$   62,832.00,$   385,968.00,$   374,000.00,$   11,968.00,10/1/14,10,October,2014
Small Business,Canada,Amarilla,High,888,$   260.00,$   300.00,$   266,400.00,$   37,296.00,$   229,104.00,$   222,000.00,$   7,104.00,3/1/14,3,March,2014
Midmarket,Canada,Amarilla,High,1743,$   260.00,$   15.00,$   26,145.00,$   3,660.30,$   22,484.70,$   17,430.00,$   5,054.70,10/1/13,10,October,2013
Midmarket,Canada,Paseo,High,1614,$   10.00,$   15.00,$   24,210.00,$   3,631.50,$   20,578.50,$   16,140.00,$   4,438.50,4/1/14,4,April,2014
Midmarket,Canada,Paseo,High,2559,$   10.00,$   15.00,$   38,385.00,$   5,757.75,$   32,627.25,$   25,590.00,$   7,037.25,8/1/14,8,August,2014
Government,Canada,VTT,High,865.5,$   250.00,$   20.00,$   17,310.00,$   2,596.50,$   14,713.50,$   8,655.00,$   6,058.50,7/1/14,7,July,2014
Enterprise,Canada,VTT,High,2954,$   250.00,$   125.00,$   369,250.00,$   55,387.50,$   313,862.50,$   354,480.00,$   (40,617.50),11/1/13,11,November,2013
Government,Canada,Paseo,High,723,$   10.00,$   7.00,$   5,061.00,$   759.15,$   4,301.85,$   3,615.00,$   686.85,4/1/14,4,April,2014
